time,theta_raw_rad,theta_raw_deg,theta_clean_rad,omega_clean_rad_s,alpha_clean_rad_s2,quality
0.0,1.0476310160671627,60.02483570765056,1.0471975511965976,0.0,-16.98561605204533,1
0.004166666666666667,1.0469294544719165,59.98463918917449,1.0470501128365868,-0.07076840833406996,-16.98272958203534,1
0.008333333333333333,1.0471730545562183,59.998596445894016,1.046607839680354,-0.14151865828711185,-16.976899493664735,1
0.0125,1.0471999272299735,60.00013613668441,1.0458708329499486,-0.2122384752532776,-16.968120450131998,1
0.016666666666666666,1.044634907709958,59.85317134381885,1.0448392450771369,-0.28291555366054494,-16.956383240005408,1
0.020833333333333332,1.0433089568066618,59.77719995321842,1.04351327984663,-0.3535375423238345,-16.941674799316004,1
0.025,1.0432713158003502,59.77504328242014,1.0418931926393356,-0.4240920271445255,-16.923978242398423,1
0.029166666666666667,1.0406490038686083,59.624795876164534,1.0399792907277148,-0.4945665154600094,-16.90327290095286,1
0.03333333333333333,1.037362239895951,59.43647817227562,1.0377719335853681,-0.5649484221072799,-16.879534370987,1
0.0375,1.0357450063723725,59.343817516887505,1.0352715334148557,-0.6352250505669855,-16.85273456988949,1
0.041666666666666664,1.0320741473046278,59.1334927851184,1.0324785555322065,-0.7053835808336326,-16.82284179982166,1
0.04583333333333333,1.0289870930304772,58.95661760408175,1.0293935189116923,-0.7754110544174724,-16.78982082074026,1
0.05,1.0262281488692928,58.79854174773362,1.0260169969540711,-0.8452943564648385,-16.753632933819233,1
0.05416666666666667,1.0206799659893606,58.48065428474677,1.0223496179784928,-0.9150202050127082,-16.71423607003964,1
0.058333333333333334,1.016886791174549,58.263321376902745,1.0183920659497347,-0.9845751371812418,-16.671584889435852,1
0.0625,1.013654393030184,58.078118605524715,1.014145081466592,-1.053945492647612,-16.625630891435467,1
0.06666666666666667,1.0087256005821226,57.79571960015484,1.0096094624729475,-1.123117402422318,-16.576322530639317,1
0.07083333333333333,1.0050602975241998,57.58571320429947,1.0047860649932299,-1.192076778798021,-16.523605341249862,1
0.075,0.9988834038214057,57.23180326462843,0.9996758043116669,-1.260809300331796,-16.467422074852472,1
0.07916666666666666,0.9930471886238217,56.89741276547676,0.9942796561051419,-1.3293003992657508,-16.40771284640326,1
0.08333333333333333,0.9898776767849693,56.71581311399377,0.9885986569501951,-1.3975352562853602,-16.344415282036127,1
0.0875,0.982436878769951,56.2894867915239,0.9826339057607741,-1.4654987866049993,-16.27746468577178,1
0.09166666666666666,0.9764454945922386,55.94620576469952,0.9763865651167504,-1.5331756296601093,-16.206794213956076,1
0.09583333333333333,0.96861453477561,55.49752481767016,0.9698578621186721,-1.6005501427380284,-16.132335053319814,1
0.1,0.962574025824352,55.151429148652085,0.9630490893710492,-1.6676063945851844,-16.054016609182373,1
0.10416666666666667,0.956058404828862,54.77811156470367,0.9559616066085982,-1.7343281548071707,-15.97176670983046,1
0.10833333333333334,0.9475924107987362,54.29304583739452,0.9485968421785026,-1.8006988883201993,-15.885511818214296,1
0.1125,0.9412841519471187,53.93160922912079,0.9409562935764512,-1.8667017531962762,-15.795177241578104,1
0.11666666666666667,0.932517372893085,53.42930978940097,0.9330415290307824,-1.932319594282819,-15.7006873616946,1
0.12083333333333333,0.9245996383026706,52.975657014065476,0.9248541891197396,-1.9975349379698746,-15.601965874291963,1
0.125,0.915870900139754,52.47553715685559,0.9163959882154752,-2.062329992388408,-15.498936034931997,1
0.12916666666666665,0.9092851325532507,52.09820046929489,0.9076687149041235,-2.1266866471464074,-15.391520900960314,1
0.13333333333333333,0.8986624554227864,51.48956590258914,0.8986742339733643,-2.190586469961187,-15.279643600082892,1
0.1375,0.8884914610295181,50.906810850403645,0.8894144879417486,-2.2540107070847357,-15.163227601500225,1
0.14166666666666666,0.8806093042427349,50.455196533060565,0.8798914983946484,-2.3169402897258244,-15.042196992079205,1
0.14583333333333334,0.869041979275596,49.79243763218721,0.870107366342799,-2.379355835108495,-14.916476747592124,1
0.15,0.8602465422407087,49.28849621111511,0.8600642743696895,-2.441237648278814,-14.785993032761656,1
0.15416666666666667,0.8480543532659449,48.58993523983521,0.8497644880616783,-2.502565727359004,-14.650673498967123,1
0.15833333333333333,0.8380512962136797,48.01680228851183,0.8392103571952962,-2.5633197777184664,-14.51044758435839,1
0.1625,0.8285761098480245,47.47391409965989,0.8284043160112515,-2.6234792141218346,-14.365246807635135,1
0.16666666666666666,0.8179933188917691,46.867564842397236,0.817348885229926,-2.6830231689929698,-14.21500508872583,1
0.17083333333333334,0.8061962205260955,46.191640895543465,0.8060466734890831,-2.7419305007873027,-14.059659066434095,1
0.175,0.7943994560628017,45.515736079886814,0.7945003782278992,-2.8001798182960678,-13.899148411331861,1
0.17916666666666667,0.7824500233663978,44.83108401880724,0.7827127859102956,-2.857749484376628,-13.733416132776103,1
0.18333333333333332,0.7693965197086863,44.083173351361786,0.7706867735484388,-2.9146176298414024,-13.562408904676126,1
0.1875,0.7577971277743306,43.41857714860512,0.7584253103512256,-2.970762164862651,-13.386077394548273,1
0.19166666666666665,0.7455294748716962,42.71569241275275,0.7459314580324756,-3.026160813224906,-13.204376572790167,1
0.19583333333333333,0.7341308841930075,42.06260127446673,0.7332083710208309,-3.0807911208827687,-13.017266020184934,1
0.2,0.7205591608349814,41.28499880533272,0.7202592973088293,-3.134630470997775,-12.824710241884423,1
0.20416666666666666,0.7055490374932629,40.424982087881446,0.7070875802710606,-3.187656103337888,-12.626678992644198,1
0.20833333333333334,0.6939794749027299,39.76209498063146,0.6936966582867864,-3.2398451523349037,-12.423147564955418,1
0.2125,0.6797540170912916,38.947036286394635,0.6800900647755093,-3.291174665124591,-12.214097078182526,1
0.21666666666666667,0.6656807027069733,38.140694768412445,0.6662714285911996,-3.3416216150726386,-11.999514766526062,1
0.22083333333333333,0.6527782637740601,37.401439472131244,0.6522444755142275,-3.3911629314604363,-11.779394275559197,1
0.225,0.6389127441643904,36.607003717741286,0.6380130273516882,-3.4397755383013098,-11.553735912865985,1
0.22916666666666666,0.6243936967688305,35.7751235794253,0.6235810015519834,-3.487436380078472,-11.322546896295183,1
0.23333333333333334,0.608220055934559,34.84844222026109,0.6089524113805923,-3.53412243758451,-11.085841599936662,1
0.2375,0.5938615280285825,34.02575917122782,0.5941313667309084,-3.5798107631673557,-10.843641796946011,1
0.24166666666666667,0.579411154444918,33.19781375249651,0.5791220725664457,-3.624478524681688,-10.595976850047927,1
0.24583333333333332,0.5647801519612066,32.35951906013442,0.563928828237703,-3.66810302982062,-10.342883901246926,1
0.25,0.5481378690476891,31.405986487727187,0.5485560274547459,-3.7106617506070103,-10.084408055951457,1
0.25416666666666665,0.532846140085054,30.529834956710232,0.5330081581064874,-3.7521323608135355,-9.820602546792886,1
0.2583333333333333,0.5163243405225915,29.583205571820038,0.51728979991891,-3.7924927849265204,-9.551528841755152,1
0.2625,0.5003617366503919,28.668615739903814,0.5014056238566106,-3.831721215263329,-9.277256762976629,1
0.26666666666666666,0.48606945424859144,27.849728278671552,0.48536039170567874,-3.8697961480558942,-8.997864587231398,1
0.2708333333333333,0.4703424968586457,26.94863999564558,0.46915895416135056,-3.906696427127907,-8.713439098704441,1
0.275,0.4527434079728353,25.94028647921305,0.4528062486586522,-3.942401280682081,-8.424075614433791,1
0.2791666666666667,0.4371830462968177,25.04874342748013,0.4363072986358029,-3.9768903449054687,-8.129878011959262,1
0.2833333333333333,0.4199827989744739,24.063241849328634,0.41966721200792856,-4.010143705370649,-7.830958718361196,1
0.2875,0.40232820466562585,23.05170810641596,0.4028911778550017,-4.042141942358997,-7.527438642222862,1
0.2916666666666667,0.3862998424138338,22.133350596881467,0.3859844652529158,-4.072866151409722,-7.219447119635647,1
0.29583333333333334,0.37029461161915295,21.21631842221344,0.36895242151410795,-4.102297982196829,-6.907121823353714,1
0.3,0.35176920442144693,20.154890776023606,0.3518004685384678,-4.130419681764994,-6.590608611259718,1
0.30416666666666664,0.3358995100771126,19.24562426793062,0.33453410090639285,-4.157214118279585,-6.27006138129271,1
0.30833333333333335,0.31487272494123836,18.04087822291661,0.31715888382270674,-4.18266481492065,-5.945641897342489,1
0.3125,0.30039769440478015,17.211520064854568,0.2996804491631934,-4.2067559899856795,-5.6175195536216,1
0.31666666666666665,0.2821804559392637,16.167749186397096,0.2821044930420155,-4.229472580786203,-5.285871142265812,1
0.3208333333333333,0.26417584020419177,15.13616069302264,0.26443677334185645,-4.250800274015776,-4.950880594879851,1
0.325,0.24676318176973971,14.138488854625662,0.24668310538600316,-4.270725541225538,-4.6127386640140795,1
0.32916666666666666,0.22711487821083456,13.012723986108522,0.22884935929433833,-4.28923566011216,-4.271642613050554,1
0.3333333333333333,0.21074975702609708,12.07507161100293,0.21094145691193888,-4.306318742220327,-3.9277958746532224,1
0.3375,0.19327700671608036,11.073956761753072,0.1929653672074232,-4.321963761955321,-3.5814076575951845,1
0.3416666666666667,0.1762168094632753,10.09647946150666,0.1749271036094575,-4.336160574336285,-3.2326925701567903,1
0.3458333333333333,0.15638044396684286,8.959939437682154,0.1568327200530381,-4.3488999395751895,-2.8818701986167605,1
0.35,0.13798276284797828,7.90582995674369,0.13868830661556816,-4.360173543582344,-2.5291646594074413,1
0.3541666666666667,0.12006212094331464,6.87905280944118,0.12049998656609578,-4.369974013075233,-2.1748041619201075,1
0.35833333333333334,0.10307275057667979,5.905633590848375,0.1022739115299983,-4.378294934713187,-1.8190205190894808,1
0.3625,0.0843031474139923,4.8302145464909785,0.08401625794983497,-4.385130867052551,-1.4620486697648165,1
0.36666666666666664,0.06527092004371378,3.7397482434406504,0.06573322303380233,-4.390477353174333,-1.1041261791157368,1
0.37083333333333335,0.047878930540304475,2.7432606475594685,0.047431020207750085,-4.3943309309836085,-0.7454927192926675,1
0.375,0.02920059170009697,1.6730706637002977,0.029115875556802444,-4.3966891400996335,-0.386389561412261,1
0.37916666666666665,0.011639325249638122,0.6668842131843177,0.01079402303125071,-4.397550528147827,-0.027059037123152913,1
0.3833333333333333,-0.00814095616941419,-0.4664424297084227,-0.007528299268815559,-4.396914653609717,0.33225598275115586,1
0.3875,-0.026130792790746427,-1.4971841422406484,-0.025844853626132258,-4.39478208716893,0.6913126277145468,1
0.39166666666666666,-0.044491585660306664,-2.549180082180346,-0.04414940674550315,-4.391154410525405,1.0498685574430138,1
0.3958333333333333,-0.06371289177731221,-3.650479799413756,-0.06243573405245924,-4.386034213149631,1.4076824947066795,1
0.4,-0.08043921017129978,-4.608827250181281,-0.08069762386213451,-4.379425086588216,1.7645147516706314,1
0.4041666666666667,-0.09870106777472865,-5.655154616926647,-0.0989288814761901,-4.371331617102624,2.1201277487509387,1
0.4083333333333333,-0.11711887111040403,-6.7104170159628165,-0.11712333344313249,-4.36175937522098,2.474286528558993,1
0.4125,-0.13547954736761755,-7.7624062745072075,-0.13527483147460698,-4.35071490460185,2.826759253249122,1
0.4166666666666667,-0.1546124005605335,-8.858638012504693,-0.15337725658127474,-4.3382057070571305,3.177317694224149,1
0.42083333333333334,-0.17179160536156546,-9.842933942994705,-0.17142452306829697,-4.324240227308756,3.525737705600424,1
0.425,-0.1897096569958876,-10.869562678738852,-0.18941058216049897,-4.308827834845154,3.8717996751626926,1
0.42916666666666664,-0.2080295453287939,-11.91921496136534,-0.2073294263357026,-4.291978803261157,4.215288972079858,1
0.43333333333333335,-0.22531584066027516,-12.909646727275915,-0.22517509232502544,-4.273704290867281,4.5559963507278995,1
0.4375,-0.24258906464631297,-13.899329560260021,-0.24294166553615887,-4.254016313737812,4.893718361801239,1
0.44166666666666665,-0.25897727527953895,-14.838304863315289,-0.26062328299357995,-4.232927724917934,5.228257714424351,1
0.4458333333333333,-0.2780617889830202,-15.931766952584349,-0.2782141368647625,-4.210452185309632,5.559423627051323,1
0.45,-0.29548372313365656,-16.929970250370648,-0.29570847824905205,-4.186604135522347,5.887032160283479,1
0.45416666666666666,-0.31316558582812665,-17.943066356693603,-0.3131006195108875,-4.161398770692564,6.210906498534428,1
0.4583333333333333,-0.33205938194110296,-19.025601132947827,-0.3303849381761299,-4.134852003811855,6.530877235900803,1
0.46249999999999997,-0.3475790172958787,-19.914810738358494,-0.3475558795746761,-4.106980439719569,6.846782613870269,1
0.4666666666666667,-0.36455539838083106,-20.887485725931985,-0.364607959154463,-4.077801342756689,7.158468727178013,1
0.4708333333333333,-0.37938618187674644,-21.737227027120213,-0.38153576613357887,-4.0473325971933045,7.465789728025085,1
0.475,-0.39850183195333483,-22.832473099157657,-0.39833396534394766,-4.015592681607754,7.768607971678428,1
0.4791666666666667,-0.41473414970096906,-23.7625163978124,-0.41499729939968705,-3.9826006316983364,8.066794141603365,1
0.48333333333333334,-0.4315508836333618,-24.726044277332946,-0.43152059189983427,-3.948375999283364,8.360227367014769,1
0.4875,-0.4489186127054352,-25.721141852889414,-0.44789874872282487,-3.9129388268570846,8.648795281129198,1
0.49166666666666664,-0.4631294587983898,-26.535363357325686,-0.4641267598423996,-3.8763096078480386,8.932394062979832,1
0.49583333333333335,-0.4795435167036083,-27.47581959997805,-0.4801997020623528,-3.8385092446013287,9.210928470333236,1
0.5,-0.4954224343399997,-28.38561456377913,-0.49611273993821786,-3.7995590236546244,9.484311817253856,1
0.5041666666666667,-0.5126547172578768,-29.37295164634887,-0.5118611269947518,-3.7594805765289117,9.752465932894749,1
0.5083333333333333,-0.5262160390981472,-30.149958152414946,-0.5274402080708512,-3.7182958353288003,10.015321116561013,1
0.5125,-0.5440687658312332,-31.172844047021155,-0.5428454199978179,-3.676027010536409,10.272816043226413,1
0.5166666666666666,-0.5575601626954548,-31.94584414707709,-0.5580722921217298,-3.6326965538851734,10.524897645070103,1
0.5208333333333334,-0.5712049149789382,-32.72763086542218,-0.573116448118399,-3.588327113094403,10.771520994404838,1
0.525,-0.5888380126877087,-33.73793294387653,-0.587973606676002,-3.54294151014427,11.01264914971952,1
0.5291666666666667,-0.6031337694205121,-34.557019469611895,-0.6026395814241052,-3.4965627087179545,11.248252971231198,1
0.5333333333333333,-0.6170233196101946,-35.35283207481584,-0.6171102818314389,-3.4492137735532005,11.47831093557788,1
